num_iq_03m|consultas,num,iq_03m
avg_ms_lst_def_2_nbk_m_op_acc|cuentas,avg,ms_lst_def_2,nbk_m_op_acc
avg_ms_lst_def_2_nbk_pl_op_acc|cuentas,avg,ms_lst_def_2,nbk_pl_op_acc
avg_ms_lst_def_2_nbk_r_op_acc|cuentas,avg,ms_lst_def_2,nbk_r_op_acc
avg_ms_lst_def_2_nbk_op_acc|cuentas,avg,ms_lst_def_2,nbk_op_acc
avg_ms_lst_def_2_au_op_acc|cuentas,avg,ms_lst_def_2,au_op_acc
avg_ms_lst_def_2_m_op_acc|cuentas,avg,ms_lst_def_2,m_op_acc
avg_ms_lst_def_2_pl_op_acc|cuentas,avg,ms_lst_def_2,pl_op_acc
avg_ms_lst_def_2_r_op_acc|cuentas,avg,ms_lst_def_2,r_op_acc
avg_ms_lst_def_2_op_acc|cuentas,avg,ms_lst_def_2,op_acc
avg_ms_lst_def_2_tu_op_acc|cuentas,avg,ms_lst_def_2,tu_op_acc
avg_ms_lst_def_2_tu_all_op_acc|cuentas,avg,ms_lst_def_2,tu_all_op_acc
avg_ms_lst_def_2_nbk_tu_op_acc|cuentas,avg,ms_lst_def_2,nbk_tu_op_acc
num_ms_lst_def_3_amx_op_acc|cuentas,num,ms_lst_def_3,amx_op_acc
num_ms_lst_def_3_bk_au_op_acc|cuentas,num,ms_lst_def_3,bk_au_op_acc
num_ms_lst_def_3_bk_m_op_acc|cuentas,num,ms_lst_def_3,bk_m_op_acc
num_ms_lst_def_3_bk_pl_op_acc|cuentas,num,ms_lst_def_3,bk_pl_op_acc
num_ms_lst_def_3_bk_r_op_acc|cuentas,num,ms_lst_def_3,bk_r_op_acc
num_ms_lst_def_3_bk_op_acc|cuentas,num,ms_lst_def_3,bk_op_acc
num_ms_lst_def_3_nbk_au_op_acc|cuentas,num,ms_lst_def_3,nbk_au_op_acc
num_ms_lst_def_3_nbk_m_op_acc|cuentas,num,ms_lst_def_3,nbk_m_op_acc
num_ms_lst_def_3_nbk_pl_op_acc|cuentas,num,ms_lst_def_3,nbk_pl_op_acc
num_ms_lst_def_3_nbk_r_op_acc|cuentas,num,ms_lst_def_3,nbk_r_op_acc
num_ms_lst_def_3_nbk_op_acc|cuentas,num,ms_lst_def_3,nbk_op_acc
num_ms_lst_def_3_au_op_acc|cuentas,num,ms_lst_def_3,au_op_acc
num_ms_lst_def_3_m_op_acc|cuentas,num,ms_lst_def_3,m_op_acc
num_ms_lst_def_3_pl_op_acc|cuentas,num,ms_lst_def_3,pl_op_acc
num_ms_lst_def_3_r_op_acc|cuentas,num,ms_lst_def_3,r_op_acc
num_ms_lst_def_3_op_acc|cuentas,num,ms_lst_def_3,op_acc
num_ms_lst_def_3_tu_op_acc|cuentas,num,ms_lst_def_3,tu_op_acc
num_ms_lst_def_3_tu_all_op_acc|cuentas,num,ms_lst_def_3,tu_all_op_acc
num_ms_lst_def_3_nbk_tu_op_acc|cuentas,num,ms_lst_def_3,nbk_tu_op_acc
min_ms_lst_def_3_amx_op_acc|cuentas,min,ms_lst_def_3,amx_op_acc
min_ms_lst_def_3_bk_au_op_acc|cuentas,min,ms_lst_def_3,bk_au_op_acc
min_ms_lst_def_3_bk_m_op_acc|cuentas,min,ms_lst_def_3,bk_m_op_acc
min_ms_lst_def_3_bk_pl_op_acc|cuentas,min,ms_lst_def_3,bk_pl_op_acc
min_ms_lst_def_3_bk_r_op_acc|cuentas,min,ms_lst_def_3,bk_r_op_acc
min_ms_lst_def_3_bk_op_acc|cuentas,min,ms_lst_def_3,bk_op_acc
min_ms_lst_def_3_nbk_au_op_acc|cuentas,min,ms_lst_def_3,nbk_au_op_acc
min_ms_lst_def_3_nbk_m_op_acc|cuentas,min,ms_lst_def_3,nbk_m_op_acc
min_ms_lst_def_3_nbk_pl_op_acc|cuentas,min,ms_lst_def_3,nbk_pl_op_acc
min_ms_lst_def_3_nbk_r_op_acc|cuentas,min,ms_lst_def_3,nbk_r_op_acc
min_ms_lst_def_3_nbk_op_acc|cuentas,min,ms_lst_def_3,nbk_op_acc
min_ms_lst_def_3_au_op_acc|cuentas,min,ms_lst_def_3,au_op_acc
min_ms_lst_def_3_m_op_acc|cuentas,min,ms_lst_def_3,m_op_acc
min_ms_lst_def_3_pl_op_acc|cuentas,min,ms_lst_def_3,pl_op_acc
min_ms_lst_def_3_r_op_acc|cuentas,min,ms_lst_def_3,r_op_acc
min_ms_lst_def_3_op_acc|cuentas,min,ms_lst_def_3,op_acc
min_ms_lst_def_3_tu_op_acc|cuentas,min,ms_lst_def_3,tu_op_acc
min_ms_lst_def_3_tu_all_op_acc|cuentas,min,ms_lst_def_3,tu_all_op_acc
min_ms_lst_def_3_nbk_tu_op_acc|cuentas,min,ms_lst_def_3,nbk_tu_op_acc
max_ms_lst_def_3_amx_op_acc|cuentas,max,ms_lst_def_3,amx_op_acc
max_ms_lst_def_3_bk_au_op_acc|cuentas,max,ms_lst_def_3,bk_au_op_acc
max_ms_lst_def_3_bk_m_op_acc|cuentas,max,ms_lst_def_3,bk_m_op_acc
max_ms_lst_def_3_bk_pl_op_acc|cuentas,max,ms_lst_def_3,bk_pl_op_acc
max_ms_lst_def_3_bk_r_op_acc|cuentas,max,ms_lst_def_3,bk_r_op_acc
max_ms_lst_def_3_bk_op_acc|cuentas,max,ms_lst_def_3,bk_op_acc
max_ms_lst_def_3_nbk_au_op_acc|cuentas,max,ms_lst_def_3,nbk_au_op_acc
max_ms_lst_def_3_nbk_m_op_acc|cuentas,max,ms_lst_def_3,nbk_m_op_acc
max_ms_lst_def_3_nbk_pl_op_acc|cuentas,max,ms_lst_def_3,nbk_pl_op_acc
max_ms_lst_def_3_nbk_r_op_acc|cuentas,max,ms_lst_def_3,nbk_r_op_acc
max_ms_lst_def_3_nbk_op_acc|cuentas,max,ms_lst_def_3,nbk_op_acc
max_ms_lst_def_3_au_op_acc|cuentas,max,ms_lst_def_3,au_op_acc
max_ms_lst_def_3_m_op_acc|cuentas,max,ms_lst_def_3,m_op_acc
max_ms_lst_def_3_pl_op_acc|cuentas,max,ms_lst_def_3,pl_op_acc
max_ms_lst_def_3_r_op_acc|cuentas,max,ms_lst_def_3,r_op_acc
max_ms_lst_def_3_op_acc|cuentas,max,ms_lst_def_3,op_acc
max_ms_lst_def_3_tu_op_acc|cuentas,max,ms_lst_def_3,tu_op_acc
max_ms_lst_def_3_tu_all_op_acc|cuentas,max,ms_lst_def_3,tu_all_op_acc
max_ms_lst_def_3_nbk_tu_op_acc|cuentas,max,ms_lst_def_3,nbk_tu_op_acc
sum_ms_lst_def_3_amx_op_acc|cuentas,sum,ms_lst_def_3,amx_op_acc
sum_ms_lst_def_3_bk_au_op_acc|cuentas,sum,ms_lst_def_3,bk_au_op_acc
sum_ms_lst_def_3_bk_m_op_acc|cuentas,sum,ms_lst_def_3,bk_m_op_acc
sum_ms_lst_def_3_bk_pl_op_acc|cuentas,sum,ms_lst_def_3,bk_pl_op_acc
sum_ms_lst_def_3_bk_r_op_acc|cuentas,sum,ms_lst_def_3,bk_r_op_acc
sum_ms_lst_def_3_bk_op_acc|cuentas,sum,ms_lst_def_3,bk_op_acc
sum_ms_lst_def_3_nbk_au_op_acc|cuentas,sum,ms_lst_def_3,nbk_au_op_acc
sum_ms_lst_def_3_nbk_m_op_acc|cuentas,sum,ms_lst_def_3,nbk_m_op_acc
sum_ms_lst_def_3_nbk_pl_op_acc|cuentas,sum,ms_lst_def_3,nbk_pl_op_acc
sum_ms_lst_def_3_nbk_r_op_acc|cuentas,sum,ms_lst_def_3,nbk_r_op_acc
sum_ms_lst_def_3_nbk_op_acc|cuentas,sum,ms_lst_def_3,nbk_op_acc
sum_ms_lst_def_3_au_op_acc|cuentas,sum,ms_lst_def_3,au_op_acc
sum_ms_lst_def_3_m_op_acc|cuentas,sum,ms_lst_def_3,m_op_acc
sum_ms_lst_def_3_pl_op_acc|cuentas,sum,ms_lst_def_3,pl_op_acc
sum_ms_lst_def_3_r_op_acc|cuentas,sum,ms_lst_def_3,r_op_acc
sum_ms_lst_def_3_op_acc|cuentas,sum,ms_lst_def_3,op_acc
sum_ms_lst_def_3_tu_op_acc|cuentas,sum,ms_lst_def_3,tu_op_acc
sum_ms_lst_def_3_tu_all_op_acc|cuentas,sum,ms_lst_def_3,tu_all_op_acc
sum_ms_lst_def_3_nbk_tu_op_acc|cuentas,sum,ms_lst_def_3,nbk_tu_op_acc
dif_ms_lst_def_3_amx_op_acc|cuentas,dif,ms_lst_def_3,amx_op_acc
dif_ms_lst_def_3_bk_au_op_acc|cuentas,dif,ms_lst_def_3,bk_au_op_acc
dif_ms_lst_def_3_bk_m_op_acc|cuentas,dif,ms_lst_def_3,bk_m_op_acc
dif_ms_lst_def_3_bk_pl_op_acc|cuentas,dif,ms_lst_def_3,bk_pl_op_acc
dif_ms_lst_def_3_bk_r_op_acc|cuentas,dif,ms_lst_def_3,bk_r_op_acc
dif_ms_lst_def_3_bk_op_acc|cuentas,dif,ms_lst_def_3,bk_op_acc
dif_ms_lst_def_3_nbk_au_op_acc|cuentas,dif,ms_lst_def_3,nbk_au_op_acc
dif_ms_lst_def_3_nbk_m_op_acc|cuentas,dif,ms_lst_def_3,nbk_m_op_acc
dif_ms_lst_def_3_nbk_pl_op_acc|cuentas,dif,ms_lst_def_3,nbk_pl_op_acc
dif_ms_lst_def_3_nbk_r_op_acc|cuentas,dif,ms_lst_def_3,nbk_r_op_acc
dif_ms_lst_def_3_nbk_op_acc|cuentas,dif,ms_lst_def_3,nbk_op_acc
dif_ms_lst_def_3_au_op_acc|cuentas,dif,ms_lst_def_3,au_op_acc
dif_ms_lst_def_3_m_op_acc|cuentas,dif,ms_lst_def_3,m_op_acc
dif_ms_lst_def_3_pl_op_acc|cuentas,dif,ms_lst_def_3,pl_op_acc
dif_ms_lst_def_3_r_op_acc|cuentas,dif,ms_lst_def_3,r_op_acc
dif_ms_lst_def_3_op_acc|cuentas,dif,ms_lst_def_3,op_acc
dif_ms_lst_def_3_tu_op_acc|cuentas,dif,ms_lst_def_3,tu_op_acc
dif_ms_lst_def_3_tu_all_op_acc|cuentas,dif,ms_lst_def_3,tu_all_op_acc
dif_ms_lst_def_3_nbk_tu_op_acc|cuentas,dif,ms_lst_def_3,nbk_tu_op_acc
avg_ms_lst_def_3_amx_op_acc|cuentas,avg,ms_lst_def_3,amx_op_acc
avg_ms_lst_def_3_bk_au_op_acc|cuentas,avg,ms_lst_def_3,bk_au_op_acc
avg_ms_lst_def_3_bk_m_op_acc|cuentas,avg,ms_lst_def_3,bk_m_op_acc
avg_ms_lst_def_3_bk_pl_op_acc|cuentas,avg,ms_lst_def_3,bk_pl_op_acc
avg_ms_lst_def_3_bk_r_op_acc|cuentas,avg,ms_lst_def_3,bk_r_op_acc
avg_ms_lst_def_3_bk_op_acc|cuentas,avg,ms_lst_def_3,bk_op_acc
avg_ms_lst_def_3_nbk_au_op_acc|cuentas,avg,ms_lst_def_3,nbk_au_op_acc
avg_ms_lst_def_3_nbk_m_op_acc|cuentas,avg,ms_lst_def_3,nbk_m_op_acc
avg_ms_lst_def_3_nbk_pl_op_acc|cuentas,avg,ms_lst_def_3,nbk_pl_op_acc
avg_ms_lst_def_3_nbk_r_op_acc|cuentas,avg,ms_lst_def_3,nbk_r_op_acc
avg_ms_lst_def_3_nbk_op_acc|cuentas,avg,ms_lst_def_3,nbk_op_acc
avg_ms_lst_def_3_au_op_acc|cuentas,avg,ms_lst_def_3,au_op_acc
avg_ms_lst_def_3_m_op_acc|cuentas,avg,ms_lst_def_3,m_op_acc
avg_ms_lst_def_3_pl_op_acc|cuentas,avg,ms_lst_def_3,pl_op_acc
avg_ms_lst_def_3_r_op_acc|cuentas,avg,ms_lst_def_3,r_op_acc
avg_ms_lst_def_3_op_acc|cuentas,avg,ms_lst_def_3,op_acc
avg_ms_lst_def_3_tu_op_acc|cuentas,avg,ms_lst_def_3,tu_op_acc
avg_ms_lst_def_3_tu_all_op_acc|cuentas,avg,ms_lst_def_3,tu_all_op_acc
avg_ms_lst_def_3_nbk_tu_op_acc|cuentas,avg,ms_lst_def_3,nbk_tu_op_acc
num_ms_lst_pay_bk_au_cl_acc|cuentas,num,ms_lst_pay,bk_au_cl_acc
max_ms_lst_pay_bk_au_cl_acc|cuentas,max,ms_lst_pay,bk_au_cl_acc
sum_ms_lst_pay_bk_au_cl_acc|cuentas,sum,ms_lst_pay,bk_au_cl_acc
min_ms_lst_pay_bk_au_cl_acc|cuentas,min,ms_lst_pay,bk_au_cl_acc
dif_ms_lst_pay_bk_au_cl_acc|cuentas,dif,ms_lst_pay,bk_au_cl_acc
avg_ms_lst_pay_bk_au_cl_acc|cuentas,avg,ms_lst_pay,bk_au_cl_acc
num_ms_lst_pay_bk_au_op_acc|cuentas,num,ms_lst_pay,bk_au_op_acc
max_ms_lst_pay_bk_au_op_acc|cuentas,max,ms_lst_pay,bk_au_op_acc
sum_ms_lst_pay_bk_au_op_acc|cuentas,sum,ms_lst_pay,bk_au_op_acc
min_ms_lst_pay_bk_au_op_acc|cuentas,min,ms_lst_pay,bk_au_op_acc
dif_ms_lst_pay_bk_au_op_acc|cuentas,dif,ms_lst_pay,bk_au_op_acc
avg_ms_lst_pay_bk_au_op_acc|cuentas,avg,ms_lst_pay,bk_au_op_acc
num_ms_lst_pay_bk_au|cuentas,num,ms_lst_pay,bk_au
max_ms_lst_pay_bk_au|cuentas,max,ms_lst_pay,bk_au
sum_ms_lst_pay_bk_au|cuentas,sum,ms_lst_pay,bk_au
min_ms_lst_pay_bk_au|cuentas,min,ms_lst_pay,bk_au
dif_ms_lst_pay_bk_au|cuentas,dif,ms_lst_pay,bk_au
avg_ms_lst_pay_bk_au|cuentas,avg,ms_lst_pay,bk_au
num_ms_lst_pay_bk_m_cl_acc|cuentas,num,ms_lst_pay,bk_m_cl_acc
max_ms_lst_pay_bk_m_cl_acc|cuentas,max,ms_lst_pay,bk_m_cl_acc
sum_ms_lst_pay_bk_m_cl_acc|cuentas,sum,ms_lst_pay,bk_m_cl_acc
min_ms_lst_pay_bk_m_cl_acc|cuentas,min,ms_lst_pay,bk_m_cl_acc
dif_ms_lst_pay_bk_m_cl_acc|cuentas,dif,ms_lst_pay,bk_m_cl_acc
avg_ms_lst_pay_bk_m_cl_acc|cuentas,avg,ms_lst_pay,bk_m_cl_acc
num_ms_lst_pay_bk_m_op_acc|cuentas,num,ms_lst_pay,bk_m_op_acc
max_ms_lst_pay_bk_m_op_acc|cuentas,max,ms_lst_pay,bk_m_op_acc
sum_ms_lst_pay_bk_m_op_acc|cuentas,sum,ms_lst_pay,bk_m_op_acc
min_ms_lst_pay_bk_m_op_acc|cuentas,min,ms_lst_pay,bk_m_op_acc
dif_ms_lst_pay_bk_m_op_acc|cuentas,dif,ms_lst_pay,bk_m_op_acc
avg_ms_lst_pay_bk_m_op_acc|cuentas,avg,ms_lst_pay,bk_m_op_acc
num_ms_lst_pay_bk_m|cuentas,num,ms_lst_pay,bk_m
max_ms_lst_pay_bk_m|cuentas,max,ms_lst_pay,bk_m
sum_ms_lst_pay_bk_m|cuentas,sum,ms_lst_pay,bk_m
min_ms_lst_pay_bk_m|cuentas,min,ms_lst_pay,bk_m
dif_ms_lst_pay_bk_m|cuentas,dif,ms_lst_pay,bk_m
avg_ms_lst_pay_bk_m|cuentas,avg,ms_lst_pay,bk_m
num_ms_lst_pay_bk_pl_cl_acc|cuentas,num,ms_lst_pay,bk_pl_cl_acc
max_ms_lst_pay_bk_pl_cl_acc|cuentas,max,ms_lst_pay,bk_pl_cl_acc
sum_ms_lst_pay_bk_pl_cl_acc|cuentas,sum,ms_lst_pay,bk_pl_cl_acc
min_ms_lst_pay_bk_pl_cl_acc|cuentas,min,ms_lst_pay,bk_pl_cl_acc
dif_ms_lst_pay_bk_pl_cl_acc|cuentas,dif,ms_lst_pay,bk_pl_cl_acc
avg_ms_lst_pay_bk_pl_cl_acc|cuentas,avg,ms_lst_pay,bk_pl_cl_acc
num_ms_lst_pay_bk_pl_op_acc|cuentas,num,ms_lst_pay,bk_pl_op_acc
max_ms_lst_pay_bk_pl_op_acc|cuentas,max,ms_lst_pay,bk_pl_op_acc
sum_ms_lst_pay_bk_pl_op_acc|cuentas,sum,ms_lst_pay,bk_pl_op_acc
min_ms_lst_pay_bk_pl_op_acc|cuentas,min,ms_lst_pay,bk_pl_op_acc
dif_ms_lst_pay_bk_pl_op_acc|cuentas,dif,ms_lst_pay,bk_pl_op_acc
avg_ms_lst_pay_bk_pl_op_acc|cuentas,avg,ms_lst_pay,bk_pl_op_acc
num_ms_lst_pay_bk_pl|cuentas,num,ms_lst_pay,bk_pl
max_ms_lst_pay_bk_pl|cuentas,max,ms_lst_pay,bk_pl
sum_ms_lst_pay_bk_pl|cuentas,sum,ms_lst_pay,bk_pl
min_ms_lst_pay_bk_pl|cuentas,min,ms_lst_pay,bk_pl
dif_ms_lst_pay_bk_pl|cuentas,dif,ms_lst_pay,bk_pl
avg_ms_lst_pay_bk_pl|cuentas,avg,ms_lst_pay,bk_pl
num_ms_lst_pay_bk_r_cl_acc|cuentas,num,ms_lst_pay,bk_r_cl_acc
max_ms_lst_pay_bk_r_cl_acc|cuentas,max,ms_lst_pay,bk_r_cl_acc
sum_ms_lst_pay_bk_r_cl_acc|cuentas,sum,ms_lst_pay,bk_r_cl_acc
min_ms_lst_pay_bk_r_cl_acc|cuentas,min,ms_lst_pay,bk_r_cl_acc
dif_ms_lst_pay_bk_r_cl_acc|cuentas,dif,ms_lst_pay,bk_r_cl_acc
avg_ms_lst_pay_bk_r_cl_acc|cuentas,avg,ms_lst_pay,bk_r_cl_acc
num_ms_lst_pay_bk_r_op_acc|cuentas,num,ms_lst_pay,bk_r_op_acc
max_ms_lst_pay_bk_r_op_acc|cuentas,max,ms_lst_pay,bk_r_op_acc
sum_ms_lst_pay_bk_r_op_acc|cuentas,sum,ms_lst_pay,bk_r_op_acc
min_ms_lst_pay_bk_r_op_acc|cuentas,min,ms_lst_pay,bk_r_op_acc
dif_ms_lst_pay_bk_r_op_acc|cuentas,dif,ms_lst_pay,bk_r_op_acc
avg_ms_lst_pay_bk_r_op_acc|cuentas,avg,ms_lst_pay,bk_r_op_acc
num_ms_lst_pay_bk_r|cuentas,num,ms_lst_pay,bk_r
max_ms_lst_pay_bk_r|cuentas,max,ms_lst_pay,bk_r
sum_ms_lst_pay_bk_r|cuentas,sum,ms_lst_pay,bk_r
min_ms_lst_pay_bk_r|cuentas,min,ms_lst_pay,bk_r
dif_ms_lst_pay_bk_r|cuentas,dif,ms_lst_pay,bk_r
avg_ms_lst_pay_bk_r|cuentas,avg,ms_lst_pay,bk_r
num_ms_lst_pay_bk_cl_acc|cuentas,num,ms_lst_pay,bk_cl_acc
max_ms_lst_pay_bk_cl_acc|cuentas,max,ms_lst_pay,bk_cl_acc
sum_ms_lst_pay_bk_cl_acc|cuentas,sum,ms_lst_pay,bk_cl_acc
min_ms_lst_pay_bk_cl_acc|cuentas,min,ms_lst_pay,bk_cl_acc
dif_ms_lst_pay_bk_cl_acc|cuentas,dif,ms_lst_pay,bk_cl_acc
avg_ms_lst_pay_bk_cl_acc|cuentas,avg,ms_lst_pay,bk_cl_acc
num_ms_lst_pay_bk_op_acc|cuentas,num,ms_lst_pay,bk_op_acc
max_ms_lst_pay_bk_op_acc|cuentas,max,ms_lst_pay,bk_op_acc
sum_ms_lst_pay_bk_op_acc|cuentas,sum,ms_lst_pay,bk_op_acc
min_ms_lst_pay_bk_op_acc|cuentas,min,ms_lst_pay,bk_op_acc
dif_ms_lst_pay_bk_op_acc|cuentas,dif,ms_lst_pay,bk_op_acc
avg_ms_lst_pay_bk_op_acc|cuentas,avg,ms_lst_pay,bk_op_acc
num_ms_lst_pay_bk|cuentas,num,ms_lst_pay,bk
max_ms_lst_pay_bk|cuentas,max,ms_lst_pay,bk
sum_ms_lst_pay_bk|cuentas,sum,ms_lst_pay,bk
min_ms_lst_pay_bk|cuentas,min,ms_lst_pay,bk
dif_ms_lst_pay_bk|cuentas,dif,ms_lst_pay,bk
avg_ms_lst_pay_bk|cuentas,avg,ms_lst_pay,bk
num_ms_lst_pay_nbk_au_cl_acc|cuentas,num,ms_lst_pay,nbk_au_cl_acc
max_ms_lst_pay_nbk_au_cl_acc|cuentas,max,ms_lst_pay,nbk_au_cl_acc
sum_ms_lst_pay_nbk_au_cl_acc|cuentas,sum,ms_lst_pay,nbk_au_cl_acc
min_ms_lst_pay_nbk_au_cl_acc|cuentas,min,ms_lst_pay,nbk_au_cl_acc
dif_ms_lst_pay_nbk_au_cl_acc|cuentas,dif,ms_lst_pay,nbk_au_cl_acc
avg_ms_lst_pay_nbk_au_cl_acc|cuentas,avg,ms_lst_pay,nbk_au_cl_acc
num_ms_lst_pay_nbk_au_op_acc|cuentas,num,ms_lst_pay,nbk_au_op_acc
max_ms_lst_pay_nbk_au_op_acc|cuentas,max,ms_lst_pay,nbk_au_op_acc
sum_ms_lst_pay_nbk_au_op_acc|cuentas,sum,ms_lst_pay,nbk_au_op_acc
min_ms_lst_pay_nbk_au_op_acc|cuentas,min,ms_lst_pay,nbk_au_op_acc
dif_ms_lst_pay_nbk_au_op_acc|cuentas,dif,ms_lst_pay,nbk_au_op_acc
avg_ms_lst_pay_nbk_au_op_acc|cuentas,avg,ms_lst_pay,nbk_au_op_acc
num_ms_lst_pay_nbk_au|cuentas,num,ms_lst_pay,nbk_au
max_ms_lst_pay_nbk_au|cuentas,max,ms_lst_pay,nbk_au
sum_ms_lst_pay_nbk_au|cuentas,sum,ms_lst_pay,nbk_au
min_ms_lst_pay_nbk_au|cuentas,min,ms_lst_pay,nbk_au
dif_ms_lst_pay_nbk_au|cuentas,dif,ms_lst_pay,nbk_au
avg_ms_lst_pay_nbk_au|cuentas,avg,ms_lst_pay,nbk_au
num_ms_lst_pay_nbk_m_cl_acc|cuentas,num,ms_lst_pay,nbk_m_cl_acc
max_ms_lst_pay_nbk_m_cl_acc|cuentas,max,ms_lst_pay,nbk_m_cl_acc
sum_ms_lst_pay_nbk_m_cl_acc|cuentas,sum,ms_lst_pay,nbk_m_cl_acc
min_ms_lst_pay_nbk_m_cl_acc|cuentas,min,ms_lst_pay,nbk_m_cl_acc
dif_ms_lst_pay_nbk_m_cl_acc|cuentas,dif,ms_lst_pay,nbk_m_cl_acc
avg_ms_lst_pay_nbk_m_cl_acc|cuentas,avg,ms_lst_pay,nbk_m_cl_acc
num_ms_lst_pay_nbk_m_op_acc|cuentas,num,ms_lst_pay,nbk_m_op_acc
max_ms_lst_pay_nbk_m_op_acc|cuentas,max,ms_lst_pay,nbk_m_op_acc
sum_ms_lst_pay_nbk_m_op_acc|cuentas,sum,ms_lst_pay,nbk_m_op_acc
min_ms_lst_pay_nbk_m_op_acc|cuentas,min,ms_lst_pay,nbk_m_op_acc
dif_ms_lst_pay_nbk_m_op_acc|cuentas,dif,ms_lst_pay,nbk_m_op_acc
avg_ms_lst_pay_nbk_m_op_acc|cuentas,avg,ms_lst_pay,nbk_m_op_acc
num_ms_lst_pay_nbk_m|cuentas,num,ms_lst_pay,nbk_m
max_ms_lst_pay_nbk_m|cuentas,max,ms_lst_pay,nbk_m
sum_ms_lst_pay_nbk_m|cuentas,sum,ms_lst_pay,nbk_m
min_ms_lst_pay_nbk_m|cuentas,min,ms_lst_pay,nbk_m
dif_ms_lst_pay_nbk_m|cuentas,dif,ms_lst_pay,nbk_m
avg_ms_lst_pay_nbk_m|cuentas,avg,ms_lst_pay,nbk_m
num_ms_lst_pay_nbk_pl_cl_acc|cuentas,num,ms_lst_pay,nbk_pl_cl_acc
max_ms_lst_pay_nbk_pl_cl_acc|cuentas,max,ms_lst_pay,nbk_pl_cl_acc
sum_ms_lst_pay_nbk_pl_cl_acc|cuentas,sum,ms_lst_pay,nbk_pl_cl_acc
min_ms_lst_pay_nbk_pl_cl_acc|cuentas,min,ms_lst_pay,nbk_pl_cl_acc
dif_ms_lst_pay_nbk_pl_cl_acc|cuentas,dif,ms_lst_pay,nbk_pl_cl_acc
avg_ms_lst_pay_nbk_pl_cl_acc|cuentas,avg,ms_lst_pay,nbk_pl_cl_acc
num_ms_lst_pay_nbk_pl_op_acc|cuentas,num,ms_lst_pay,nbk_pl_op_acc
max_ms_lst_pay_nbk_pl_op_acc|cuentas,max,ms_lst_pay,nbk_pl_op_acc
sum_ms_lst_pay_nbk_pl_op_acc|cuentas,sum,ms_lst_pay,nbk_pl_op_acc
min_ms_lst_pay_nbk_pl_op_acc|cuentas,min,ms_lst_pay,nbk_pl_op_acc
dif_ms_lst_pay_nbk_pl_op_acc|cuentas,dif,ms_lst_pay,nbk_pl_op_acc
avg_ms_lst_pay_nbk_pl_op_acc|cuentas,avg,ms_lst_pay,nbk_pl_op_acc
num_ms_lst_pay_nbk_pl|cuentas,num,ms_lst_pay,nbk_pl
max_ms_lst_pay_nbk_pl|cuentas,max,ms_lst_pay,nbk_pl
sum_ms_lst_pay_nbk_pl|cuentas,sum,ms_lst_pay,nbk_pl
min_ms_lst_pay_nbk_pl|cuentas,min,ms_lst_pay,nbk_pl
dif_ms_lst_pay_nbk_pl|cuentas,dif,ms_lst_pay,nbk_pl
avg_ms_lst_pay_nbk_pl|cuentas,avg,ms_lst_pay,nbk_pl
num_ms_lst_pay_nbk_r_cl_acc|cuentas,num,ms_lst_pay,nbk_r_cl_acc
max_ms_lst_pay_nbk_r_cl_acc|cuentas,max,ms_lst_pay,nbk_r_cl_acc
sum_ms_lst_pay_nbk_r_cl_acc|cuentas,sum,ms_lst_pay,nbk_r_cl_acc
min_ms_lst_pay_nbk_r_cl_acc|cuentas,min,ms_lst_pay,nbk_r_cl_acc
dif_ms_lst_pay_nbk_r_cl_acc|cuentas,dif,ms_lst_pay,nbk_r_cl_acc
avg_ms_lst_pay_nbk_r_cl_acc|cuentas,avg,ms_lst_pay,nbk_r_cl_acc
num_ms_lst_pay_nbk_r_op_acc|cuentas,num,ms_lst_pay,nbk_r_op_acc
max_ms_lst_pay_nbk_r_op_acc|cuentas,max,ms_lst_pay,nbk_r_op_acc
sum_ms_lst_pay_nbk_r_op_acc|cuentas,sum,ms_lst_pay,nbk_r_op_acc
min_ms_lst_pay_nbk_r_op_acc|cuentas,min,ms_lst_pay,nbk_r_op_acc
dif_ms_lst_pay_nbk_r_op_acc|cuentas,dif,ms_lst_pay,nbk_r_op_acc
avg_ms_lst_pay_nbk_r_op_acc|cuentas,avg,ms_lst_pay,nbk_r_op_acc
num_ms_lst_pay_nbk_r|cuentas,num,ms_lst_pay,nbk_r
max_ms_lst_pay_nbk_r|cuentas,max,ms_lst_pay,nbk_r
sum_ms_lst_pay_nbk_r|cuentas,sum,ms_lst_pay,nbk_r
min_ms_lst_pay_nbk_r|cuentas,min,ms_lst_pay,nbk_r
dif_ms_lst_pay_nbk_r|cuentas,dif,ms_lst_pay,nbk_r
avg_ms_lst_pay_nbk_r|cuentas,avg,ms_lst_pay,nbk_r
num_ms_lst_pay_nbk_cl_acc|cuentas,num,ms_lst_pay,nbk_cl_acc
max_ms_lst_pay_nbk_cl_acc|cuentas,max,ms_lst_pay,nbk_cl_acc
sum_ms_lst_pay_nbk_cl_acc|cuentas,sum,ms_lst_pay,nbk_cl_acc
min_ms_lst_pay_nbk_cl_acc|cuentas,min,ms_lst_pay,nbk_cl_acc
dif_ms_lst_pay_nbk_cl_acc|cuentas,dif,ms_lst_pay,nbk_cl_acc
avg_ms_lst_pay_nbk_cl_acc|cuentas,avg,ms_lst_pay,nbk_cl_acc
num_ms_lst_pay_nbk_op_acc|cuentas,num,ms_lst_pay,nbk_op_acc
max_ms_lst_pay_nbk_op_acc|cuentas,max,ms_lst_pay,nbk_op_acc
